Make,Model,Price,Year,Kilometer,Fuel Type,Transmission,Location,Owner,Seller Type,Engine,Drivetrain,Seating Capacity,Fuel Tank Capacity
Audi,A3 35 TDI Premium + Sunroof,25162.5,2014,55000,Diesel,Automatic,Mumbai,First,Individual,1968.0,FWD,5.0,50.0
Maruti Suzuki,Swift VXi [2014-2017],9531.25,2020,58736,Petrol,Manual,Kollam,First,Individual,1197.0,FWD,5.0,42.0
Maruti Suzuki,Ciaz Alpha Hybrid 1.5 [2018-2020],13877.5,2019,34000,Petrol,Manual,Delhi,First,Individual,1462.0,FWD,5.0,43.0
Hyundai,Elite i20 Magna 1.2 [2016-2017],8921.25,2017,47000,Petrol,Manual,Delhi,First,Individual,1197.0,FWD,5.0,45.0
Hyundai,Elite i20 Asta 1.2 IVT,16393.75,2021,12020,Petrol,Automatic,Mumbai,First,Individual,1197.0,FWD,5.0,37.0
Hyundai,Creta SX 1.5 Diesel [2020-2022],25162.5,2020,7000,Diesel,Manual,Ahmedabad,First,Individual,1493.0,FWD,5.0,50.0
Audi,A4 2.0 TDI (143bhp),24018.75,2014,15000,Diesel,Automatic,Delhi,First,Individual,1968.0,FWD,5.0,63.0
BMW,X3 xDrive20d,29737.5,2014,82000,Diesel,Automatic,Chandigarh,Second,Individual,1995.0,AWD,5.0,67.0
Hyundai,Creta 1.4 S Plus,16470.0,2019,68000,Diesel,Manual,Bhopal,First,Individual,1396.0,FWD,5.0,60.0
Hyundai,Venue SX (O) 1.5 CRDi,16470.0,2020,56000,Diesel,Manual,Jalandhar,First,Individual,1493.0,FWD,5.0,45.0
Hyundai,Venue SX 1.0 Turbo iMT,18071.25,2021,10700,Petrol,Manual,Jaipur,First,Individual,998.0,FWD,5.0,45.0
Hyundai,Elite i20 Sportz 1.2 IVT,13648.73475,2021,25000,Petrol,Automatic,Mumbai,First,Individual,1197.0,FWD,5.0,37.0
Honda,Amaze 1.2 S CVT Petrol [2018-2020],9912.5,2019,54000,Petrol,Automatic,Varanasi,Second,Individual,1199.0,FWD,5.0,35.0
Maruti Suzuki,Baleno Delta 1.3,8387.5,2016,88000,Diesel,Manual,Kanpur,First,Individual,1248.0,FWD,5.0,37.0
Skoda,Kushaq Style 1.0L TSI MT,24400.0,2022,1300,Petrol,Manual,Mumbai,First,Individual,999.0,FWD,5.0,50.0
Hyundai,Verna 1.6 VTVT SX (O),17918.75,2019,20000,Petrol,Manual,Delhi,First,Individual,1591.0,FWD,5.0,43.0
Hyundai,Elite i20 Sportz 1.4 CRDI [2016-2017],8768.75,2016,38000,Diesel,Manual,Patna,First,Individual,1396.0,FWD,5.0,45.0
MG,Hector Sharp 2.0 Diesel Turbo MT,30118.75,2021,18500,Diesel,Manual,Hyderabad,First,Individual,1956.0,FWD,5.0,60.0
Hyundai,Creta SX (O) 1.5 Diesel [2020-2022],24781.25,2022,27800,Diesel,Manual,Gurgaon,First,Individual,1493.0,FWD,5.0,50.0
Maruti Suzuki,Swift VXi [2014-2017],10598.75,2019,46027,Petrol,Manual,Hyderabad,First,Individual,1197.0,FWD,5.0,42.0
Toyota,Yaris J CVT [2018-2020],13343.75,2018,23148,Petrol,Automatic,Bangalore,First,Individual,1496.0,FWD,5.0,42.0
Skoda,Octavia 1.8 TSI Style Plus AT [2017],22798.75,2017,28000,Petrol,Automatic,Mumbai,First,Individual,1798.0,FWD,5.0,50.0
Maruti Suzuki,Swift ZXi AMT [2018-2019],11056.25,2019,11874,Petrol,Automatic,Pune,First,Individual,1197.0,FWD,5.0,37.0
Hyundai,Creta E Plus 1.6 Petrol,13343.75,2017,50000,Petrol,Manual,Mumbai,First,Individual,1591.0,FWD,5.0,60.0
BMW,5-Series 520d Modern Line,34312.5,2014,88000,Diesel,Automatic,Bangalore,Third,Individual,1995.0,RWD,5.0,50.0
BMW,3-Series 320d Prestige,41022.5,2019,15500,Diesel,Automatic,Delhi,First,Individual,1995.0,RWD,5.0,57.0
Maruti Suzuki,Ciaz VDi+ SHVS,10598.75,2016,82445,Diesel,Manual,Hyderabad,Second,Individual,1248.0,FWD,5.0,43.0
Honda,City V,9150.0,2014,75574,Petrol,Manual,Jaipur,Second,Individual,1497.0,FWD,5.0,40.0
Maruti Suzuki,Wagon R LXI CNG,5718.75,2015,64000,CNG,Manual,Mumbai,First,Individual,998.0,FWD,5.0,35.0
Hyundai,i10 Sportz 1.2 Kappa2,4803.75,2012,75000,Petrol,Manual,Pune,First,Individual,1197.0,FWD,5.0,35.0
Ford,Ecosport Trend 1.5 Ti-VCT,11818.75,2019,14095,Petrol,Manual,Delhi,First,Individual,1499.0,FWD,5.0,52.0
Audi,A6 35 TDI Matrix,46893.75,2017,17000,Diesel,Automatic,Delhi,First,Individual,1968.0,FWD,5.0,75.0
Renault,Duster 110 PS RxZ Diesel,6328.75,2014,70000,Diesel,Manual,Delhi,First,Individual,1461.0,FWD,5.0,50.0
Maruti Suzuki,Swift VXi [2014-2017],7930.0,2018,40000,Petrol,Manual,Patna,Second,Individual,1197.0,FWD,5.0,42.0
Hyundai,Creta 1.6 SX,12962.5,2016,72000,Diesel,Manual,Ahmedabad,First,Individual,1582.0,FWD,5.0,60.0
Maruti Suzuki,Baleno Delta 1.3,8768.75,2016,62000,Diesel,Manual,Ludhiana,First,Individual,1248.0,FWD,5.0,37.0
BMW,3-Series 320d Luxury Line,21273.75,2013,65000,Diesel,Automatic,Kolkata,Second,Individual,1995.0,RWD,5.0,57.0
Skoda,Kushaq Style 1.0L TSI AT,24781.25,2021,7900,Petrol,Automatic,Pune,First,Individual,999.0,FWD,5.0,50.0
Kia,Sonet GTX Plus 1.5 AT [2020-2021],22859.75,2021,22000,Diesel,Automatic,Mumbai,First,Individual,1493.0,FWD,5.0,45.0
Volkswagen,Tiguan Highline TDI,31262.5,2018,73000,Diesel,Automatic,Coimbatore,Second,Individual,1968.0,AWD,5.0,71.0
Skoda,Octavia 1.8 TSI Style Plus AT [2017],19825.0,2016,55000,Petrol,Automatic,Hyderabad,Second,Individual,1798.0,FWD,5.0,50.0
Skoda,Superb L&K TDI AT,48784.75,2019,6900,Diesel,Automatic,Delhi,First,Individual,1968.0,FWD,5.0,66.0
Maruti Suzuki,Swift LXi,6862.5,2017,65000,Petrol,Manual,Kanpur,First,Individual,1197.0,FWD,5.0,42.0
Maruti Suzuki,Alto 800 Lxi,4270.0,2018,48000,Petrol,Manual,Kanpur,Second,Individual,796.0,FWD,5.0,35.0
Maruti Suzuki,Wagon R LXI ABS,6481.25,2018,18000,Petrol,Manual,Delhi,First,Individual,998.0,FWD,5.0,35.0
Mercedes-Benz,C-Class 220 BlueEfficiency,19062.5,2012,78000,Diesel,Automatic,Mohali,First,Individual,2143.0,RWD,5.0,66.0
Hyundai,Santro Sportz CNG [2018-2020],8311.25,2019,43000,CNG,Manual,Mumbai,First,Individual,1086.0,FWD,5.0,60.0
Mercedes-Benz,C-Class 220 CDI Elegance AT,7548.75,2008,95200,Diesel,Automatic,Mumbai,First,Corporate,2148.0,RWD,5.0,66.0
Maruti Suzuki,Swift DZire VXI,7625.0,2016,26000,Petrol,Manual,Delhi,First,Individual,1197.0,FWD,5.0,42.0
Maruti Suzuki,Celerio VXi AMT,5947.5,2015,70000,Petrol,Automatic,Ahmedabad,First,Individual,998.0,FWD,5.0,35.0
Maruti Suzuki,Wagon R LXi 1.0 CNG [2019-2020],8768.75,2019,31000,CNG,Manual,Delhi,First,Individual,998.0,FWD,5.0,60.0
BMW,3-Series 320d Luxury Line [2014-2016],32025.0,2014,103000,Diesel,Automatic,Lucknow,Second,Individual,1995.0,RWD,5.0,50.0
Hyundai,i10 Magna 1.2 Kappa2,3812.5,2012,54556,Petrol,Manual,Lucknow,First,Individual,1197.0,FWD,5.0,35.0
Maruti Suzuki,DZire VXi,10446.25,2019,74000,Petrol,Manual,Pune,First,Individual,1197.0,FWD,5.0,37.0
Renault,Kwid RXT [2015-2019],4880.0,2016,64000,Petrol,Manual,Mohali,First,Individual,799.0,FWD,5.0,28.0
Maruti Suzuki,S-Cross Delta 1.6,9455.0,2016,85000,Diesel,Manual,Karnal,Second,Individual,1598.0,FWD,5.0,48.0
Maruti Suzuki,Swift VXi [2014-2017],9150.0,2018,54000,Petrol,Manual,Mohali,First,Individual,1197.0,FWD,5.0,42.0
Jeep,Compass Longitude (O) 1.4 Petrol AT [2019-2020],26687.5,2019,57000,Petrol,Automatic,Hyderabad,First,Individual,1368.0,FWD,5.0,60.0
Hyundai,Creta 1.6 SX Plus AT,15478.75,2015,68566,Diesel,Automatic,Ahmedabad,First,Individual,1582.0,FWD,5.0,60.0
Toyota,Corolla Altis 1.8 G,5947.5,2009,68195,Petrol,Manual,Ahmedabad,First,Individual,1794.0,FWD,5.0,55.0
Maruti Suzuki,Ciaz Delta 1.4 MT,11513.75,2017,57000,Petrol,Manual,Delhi,First,Individual,1373.0,FWD,5.0,43.0
Hyundai,Creta SX (O) 1.4 Turbo 7 DCT Dual Tone [2022-2022],27831.25,2021,45000,Petrol,Automatic,Delhi,First,Individual,1353.0,FWD,5.0,50.0
Maruti Suzuki,Celerio VXi AMT,6344.0,2014,60116,Petrol,Automatic,Bangalore,First,Individual,998.0,FWD,5.0,35.0
Maruti Suzuki,Swift DZire ZDi BS-IV,4956.25,2010,82202,Diesel,Manual,Jalandhar,Second,Individual,1248.0,FWD,5.0,43.0
Maruti Suzuki,Wagon R LXi Minor,3324.5,2008,51000,Petrol,Manual,Coimbatore,Second,Individual,1061.0,FWD,5.0,35.0
Mercedes-Benz,CLA 200 CDI Sport,42700.0,2018,24000,Diesel,Automatic,Mumbai,First,Individual,2143.0,FWD,5.0,50.0
Maruti Suzuki,Ciaz VDi (O) SHVS,9912.5,2017,86000,Diesel,Manual,Lucknow,First,Individual,1248.0,FWD,5.0,43.0
Honda,WR-V S MT Diesel,12047.5,2018,41000,Diesel,Manual,Raipur,First,Individual,1498.0,FWD,5.0,40.0
Honda,City SV Diesel,8235.0,2015,76000,Diesel,Manual,Agra,First,Individual,1498.0,FWD,5.0,40.0
Maruti Suzuki,Swift VDi,5718.75,2011,120000,Diesel,Manual,Hyderabad,First,Individual,1248.0,FWD,5.0,42.0
BMW,X1 sDrive20i xLine,60847.5,2021,12500,Petrol,Automatic,Delhi,First,Individual,1998.0,FWD,5.0,51.0
Maruti Suzuki,Swift DZire VXi,3736.25,2009,114000,Petrol,Manual,Mumbai,First,Individual,1298.0,FWD,5.0,43.0
Maruti Suzuki,Celerio LXi,3965.0,2015,25862,Petrol,Manual,Kolkata,First,Individual,998.0,FWD,5.0,35.0
Ford,Figo Duratorq Diesel Titanium 1.4,3660.0,2010,72000,Diesel,Manual,Hyderabad,First,Individual,1399.0,FWD,5.0,45.0
Hyundai,Creta 1.6 SX Plus Special Edition,12200.0,2015,90000,Diesel,Manual,Lucknow,First,Individual,1582.0,FWD,5.0,60.0
Honda,City V,11361.25,2016,38000,Petrol,Manual,Gurgaon,First,Individual,1497.0,FWD,5.0,40.0
Honda,Amaze 1.2 S MT Petrol [2018-2020],10293.75,2019,74237,Petrol,Manual,Nashik,First,Individual,1199.0,FWD,5.0,35.0
BMW,X1 sDrive20d xLine,40412.5,2018,53000,Diesel,Automatic,Delhi,Second,Individual,1995.0,RWD,5.0,63.0
Maruti Suzuki,Alto 800 Lxi,5185.0,2016,52303,Petrol,Manual,Bhopal,First,Commercial Registration,796.0,FWD,5.0,35.0
Maruti Suzuki,Baleno Alpha 1.2,9455.0,2019,42356,Petrol,Manual,Varanasi,First,Individual,1197.0,FWD,5.0,37.0
Maruti Suzuki,SX4 ZDI,4529.25,2013,84000,Diesel,Manual,Delhi,First,Individual,1248.0,FWD,5.0,50.0
Toyota,Etios Liva GD,7625.0,2016,114000,Diesel,Manual,Ambala Cantt,First,Individual,1364.0,FWD,5.0,45.0
Hyundai,Verna SX Plus 1.6 VTVT AT,17522.25,2019,26894,Petrol,Automatic,Hyderabad,First,Individual,1591.0,FWD,5.0,45.0
Mercedes-Benz,C-Class C 220 CDI Avantgarde,40412.5,2017,70000,Diesel,Automatic,Pune,Second,Individual,2143.0,RWD,5.0,66.0
Hyundai,i10 Magna,3583.75,2009,107000,Petrol,Manual,Coimbatore,Third,Individual,1086.0,FWD,5.0,35.0
BMW,5-Series 525d Luxury Plus,34770.0,2014,68000,Diesel,Automatic,Pune,First,Individual,1995.0,RWD,5.0,50.0
Maruti Suzuki,S-Cross Alpha 1.6,11422.25,2017,114000,Diesel,Manual,Faridabad,First,Individual,1598.0,FWD,5.0,48.0
Hyundai,i20 Active 1.4 S,11437.5,2017,72000,Diesel,Manual,Chennai,First,Individual,1396.0,FWD,5.0,45.0
Mercedes-Benz,C-Class C 220d Progressive [2018-2019],63287.5,2019,8000,Diesel,Automatic,Delhi,First,Individual,1950.0,RWD,5.0,66.0
Maruti Suzuki,Alto VXi,4880.0,2014,54000,Petrol,Manual,Mohali,First,Individual,998.0,FWD,5.0,35.0
Mercedes-Benz,GLA 200 CDI Style,26687.5,2015,99000,Diesel,Automatic,Chennai,Second,Individual,2143.0,FWD,5.0,50.0
MG,Hector Sharp 1.5 DCT Petrol Dual Tone,26687.5,2021,33000,Petrol,Automatic,Ahmedabad,First,Individual,1451.0,FWD,5.0,60.0
Hyundai,Verna 1.6 CRDI SX,11056.25,2016,42000,Diesel,Manual,Ludhiana,First,Individual,1582.0,FWD,5.0,43.0
Hyundai,Grand i10 Asta AT 1.2 Kappa VTVT (O) [2016-2017],9912.5,2017,49422,Petrol,Automatic,Pune,First,Individual,1197.0,FWD,5.0,43.0
Honda,City SV CVT,8997.5,2015,75258,Petrol,Automatic,Mumbai,First,Individual,1497.0,FWD,5.0,40.0
Hyundai,Santro Sportz CNG [2018-2020],7548.75,2019,46000,CNG,Manual,Agra,First,Individual,1086.0,FWD,5.0,60.0
Maruti Suzuki,Baleno Zeta 1.3,10598.75,2016,68921,Diesel,Manual,Hyderabad,First,Individual,1248.0,FWD,5.0,37.0
Hyundai,Verna 1.6 CRDI SX,12184.75,2018,79800,Diesel,Manual,Karnal,First,Individual,1582.0,FWD,5.0,43.0
Volkswagen,Polo Highline1.2L (P),4956.25,2013,53000,Petrol,Manual,Meerut,Second,Individual,1198.0,FWD,5.0,45.0
Maruti Suzuki,Baleno Zeta 1.2,11437.5,2021,58000,Petrol,Manual,Varanasi,First,Individual,1197.0,FWD,5.0,37.0
Mercedes-Benz,M-Class ML 350 CDI,39650.0,2014,94000,Diesel,Automatic,Mumbai,First,Individual,2997.0,AWD,5.0,70.0
Maruti Suzuki,Alto 800 Lx CNG,4559.75,2017,45000,CNG,Manual,Pune,First,Individual,796.0,FWD,5.0,35.0
Hyundai,Venue SX Plus 1.0 Turbo DCT,16393.75,2019,28000,Petrol,Automatic,Chennai,First,Individual,998.0,FWD,5.0,45.0
Hyundai,Grand i10 Magna AT 1.2 Kappa VTVT,9912.5,2019,15000,Petrol,Automatic,Chandigarh,First,Individual,1197.0,FWD,5.0,43.0
Honda,Amaze 1.2 S i-VTEC,6481.25,2014,53610,Petrol,Manual,Gurgaon,Second,Individual,1198.0,FWD,5.0,35.0
Nissan,Terrano XL D Plus,6786.25,2014,75000,Diesel,Manual,Delhi,First,Individual,1461.0,FWD,5.0,50.0
Audi,A3 35 TDI Premium + Sunroof,20587.5,2015,60000,Diesel,Automatic,Delhi,First,Individual,1968.0,FWD,5.0,50.0
Mercedes-Benz,C-Class 220 BlueEfficiency,22112.5,2014,45000,Diesel,Automatic,Ranchi,First,Individual,2143.0,RWD,5.0,66.0
Hyundai,Santro GLS,2150.25,2009,56400,Petrol,Manual,Jamshedpur,Third,Individual,1086.0,FWD,5.0,35.0
Hyundai,Creta 1.6 S Plus AT,20968.75,2017,70000,Diesel,Automatic,Bangalore,First,Individual,1582.0,FWD,5.0,60.0
Honda,Jazz V Diesel,8006.25,2015,68244,Diesel,Manual,Indore,Second,Individual,1498.0,FWD,5.0,40.0
Hyundai,Eon Magna +,6176.25,2018,34000,Petrol,Manual,Hyderabad,First,Individual,814.0,FWD,5.0,32.0
Audi,Q3 35 TDI quattro Premium Plus,38887.5,2017,36000,Diesel,Automatic,Delhi,First,Individual,1968.0,AWD,5.0,64.0
Honda,City SV,13343.75,2019,36000,Petrol,Manual,Pune,First,Individual,1497.0,FWD,5.0,40.0
Maruti Suzuki,Swift VXi,5413.75,2014,68005,Petrol,Manual,Ranchi,First,Individual,1197.0,FWD,5.0,42.0
Ford,Ecosport Titanium 1.5L TDCi,14106.25,2018,74797,Diesel,Manual,Udupi,First,Individual,1498.0,FWD,5.0,52.0
Hyundai,Elite i20 Magna 1.2 [2016-2017],9531.25,2019,31000,Petrol,Manual,Kanpur,First,Individual,1197.0,FWD,5.0,45.0
Datsun,Redigo T(O) 1.0,6481.25,2020,7520,Petrol,Manual,Bangalore,First,Individual,999.0,FWD,5.0,28.0
Hyundai,Grand i10 Magna 1.2 Kappa VTVT [2016-2017],8387.5,2015,58078,Petrol,Manual,Mysore,Second,Individual,1197.0,FWD,5.0,43.0
Volkswagen,Vento Comfortline Diesel,6633.73475,2014,79081,Diesel,Manual,Delhi,First,Individual,1598.0,FWD,5.0,55.0
Mercedes-Benz,GLC 220 d Progressive,53375.0,2017,72000,Diesel,Automatic,Faridabad,First,Individual,2143.0,AWD,5.0,66.0
Hyundai,Creta SX (O) 1.4 Turbo 7 DCT Dual Tone [2022-2022],26687.5,2022,23000,Petrol,Automatic,Delhi,First,Individual,1353.0,FWD,5.0,50.0
Hyundai,Xcent S 1.2 (O),6481.25,2015,11628,Petrol,Manual,Kolkata,First,Individual,1197.0,FWD,5.0,43.0
Ford,Ecosport Titanium + 1.5L TDCi,10293.75,2017,81323,Diesel,Manual,Hyderabad,First,Individual,1498.0,FWD,5.0,52.0
Maruti Suzuki,Vitara Brezza LDi (O) [2016-2018],10293.75,2016,50000,Diesel,Manual,Mohali,First,Individual,1248.0,FWD,5.0,48.0
Audi,A3 40 TFSI Premium,26840.0,2017,48000,Petrol,Automatic,Delhi,First,Individual,1798.0,FWD,5.0,50.0
Maruti Suzuki,Vitara Brezza ZDi+ Dual Tone [2017-2018],11132.5,2017,80000,Diesel,Manual,Kanpur,First,Individual,1248.0,FWD,5.0,48.0
Maruti Suzuki,Swift LXi,4590.25,2011,28513,Petrol,Manual,Ahmedabad,First,Individual,1197.0,FWD,5.0,42.0
Maruti Suzuki,Wagon R LXi LPG,4193.75,2011,42000,LPG,Manual,Bhopal,Second,Individual,998.0,FWD,5.0,28.0
Ford,Figo Duratorq Diesel ZXI 1.4,3431.25,2013,87000,Diesel,Manual,Mohali,First,Individual,1399.0,FWD,5.0,45.0
Maruti Suzuki,Alto 800 Lxi,4346.25,2017,45600,Petrol,Manual,Jamshedpur,First,Individual,796.0,FWD,5.0,35.0
Volkswagen,Vento Highline Diesel,5337.5,2013,78000,Diesel,Manual,Dehradun,Second,Individual,1598.0,FWD,5.0,55.0
Skoda,Superb Style TSI AT,25162.5,2017,52458,Petrol,Automatic,Mumbai,First,Individual,1798.0,FWD,5.0,66.0
Maruti Suzuki,Alto 800 Lxi CNG,4041.25,2017,30000,CNG,Manual,Kanpur,First,Individual,796.0,FWD,5.0,35.0
Tata,Tiago Revotron XE [2016-2019],6023.75,2017,46992,Petrol,Manual,Gurgaon,First,Individual,1199.0,FWD,5.0,35.0
Honda,Jazz V Petrol,7625.0,2016,54440,Petrol,Manual,Mumbai,First,Individual,1199.0,FWD,5.0,40.0
Mercedes-Benz,M-Class ML 250 CDI,37362.5,2015,103000,Diesel,Automatic,Mumbai,First,Individual,2143.0,AWD,5.0,70.0
Audi,A4 1.8 TFSI Multitronic Premium Plus,47656.25,2020,28600,Petrol,Automatic,Lucknow,First,Individual,1798.0,FWD,5.0,63.0
Mercedes-Benz,GLA 220 d Activity Edition,34312.5,2016,79000,Diesel,Automatic,Chennai,First,Individual,2143.0,AWD,5.0,50.0
Maruti Suzuki,Ciaz Delta 1.4 MT,8616.25,2017,64000,Petrol,Manual,Ranchi,First,Individual,1373.0,FWD,5.0,43.0
Hyundai,Grand i10 Asta 1.2 Kappa VTVT [2013-2016],8387.5,2018,56000,Petrol,Manual,Hyderabad,First,Individual,1197.0,FWD,5.0,43.0
Maruti Suzuki,Vitara Brezza LDi (O) [2016-2018],10842.75,2018,67900,Diesel,Manual,Mumbai,First,Individual,1248.0,FWD,5.0,48.0
Tata,Tigor Revotron XM,5718.75,2018,48144,Petrol,Manual,Kolkata,First,Individual,1199.0,FWD,5.0,35.0
Maruti Suzuki,Alto VXi [2014-2019],3736.25,2016,64000,Petrol,Manual,Ranchi,First,Individual,998.0,FWD,5.0,35.0
Honda,City V Diesel,10522.5,2016,38000,Diesel,Manual,Patna,First,Individual,1498.0,FWD,5.0,40.0
Maruti Suzuki,Vitara Brezza ZDi,12962.5,2018,37093,Diesel,Manual,Jalandhar,First,Individual,1248.0,FWD,5.0,48.0
Volkswagen,Vento Highline 1.0L TSI,18300.0,2021,37230,Petrol,Manual,Hyderabad,First,Individual,999.0,FWD,5.0,55.0
Maruti Suzuki,Celerio VXi AMT,5017.25,2014,76116,Petrol,Automatic,Mumbai,First,Individual,998.0,FWD,5.0,35.0
Honda,Civic 1.8V MT,4575.0,2010,83359,Petrol,Manual,Mumbai,First,Individual,1799.0,FWD,5.0,50.0
Hyundai,Santro Sportz CNG [2018-2020],7091.25,2019,28000,CNG,Manual,Delhi,First,Individual,1086.0,FWD,5.0,60.0
Skoda,Superb L&K TSI AT,35837.5,2018,14120,Petrol,Automatic,Pune,First,Individual,1798.0,FWD,5.0,66.0
Hyundai,Eon D-Lite +,3812.5,2014,25000,Petrol,Manual,Meerut,First,Individual,814.0,FWD,5.0,32.0
Land Rover,Evoque HSE,57950.0,2017,50000,Diesel,Automatic,Mumbai,First,Individual,1999.0,AWD,5.0,57.0
Hyundai,Grand i10 Asta 1.2 Kappa VTVT [2013-2016],6252.48475,2014,55000,Petrol,Manual,Delhi,First,Individual,1197.0,FWD,5.0,43.0
Ford,Figo Titanium1.5 TDCi,8768.75,2019,71569,Diesel,Manual,Lucknow,First,Individual,1498.0,FWD,5.0,40.0
Hyundai,i10 Magna 1.2 Kappa2,4117.5,2012,41200,Petrol,Manual,Mumbai,First,Individual,1197.0,FWD,5.0,35.0
Maruti Suzuki,Swift DZire VXI,7091.25,2014,65000,Petrol,Manual,Ahmedabad,Second,Individual,1197.0,FWD,5.0,42.0
Hyundai,i10 Magna 1.2 Kappa2,5337.5,2011,21000,Petrol,Manual,Hyderabad,First,Individual,1197.0,FWD,5.0,35.0
Hyundai,Venue SX 1.0 Turbo iMT,13725.0,2020,23000,Petrol,Manual,Haldwani,First,Individual,998.0,FWD,5.0,45.0
Maruti Suzuki,Swift LXi,9073.75,2016,26357,Petrol,Manual,Bangalore,First,Individual,1197.0,FWD,5.0,42.0
Hyundai,Creta 1.6 SX Plus AT Petrol,19215.0,2018,33500,Petrol,Automatic,Mumbai,First,Individual,1591.0,FWD,5.0,60.0
Tata,Zest XE 75 PS Diesel,8082.5,2020,5923,Diesel,Manual,Ranchi,First,Commercial Registration,1248.0,FWD,5.0,44.0
Volvo,V40 D3 R-Design,27434.73475,2017,14000,Diesel,Automatic,Delhi,First,Individual,1984.0,FWD,5.0,60.0
Maruti Suzuki,Baleno Delta 1.2,9699.0,2021,35500,Petrol,Manual,Ranchi,First,Individual,1197.0,FWD,5.0,37.0
Hyundai,Creta E Plus 1.4 CRDI,14487.5,2018,63000,Diesel,Manual,Delhi,First,Individual,1396.0,FWD,5.0,60.0
Maruti Suzuki,S-Cross Zeta 1.6,12200.0,2017,52836,Diesel,Manual,Ahmedabad,First,Individual,1598.0,FWD,5.0,48.0
Maruti Suzuki,Celerio X Vxi AMT [2017-2019],6618.5,2017,50000,Petrol,Automatic,Dehradun,First,Individual,998.0,FWD,5.0,35.0
Hyundai,Elite i20 Sportz 1.4 CRDI [2016-2017],9531.25,2016,72114,Diesel,Manual,Jalandhar,First,Individual,1396.0,FWD,5.0,45.0
Maruti Suzuki,Alto 800 Lxi CNG,3736.25,2015,72000,CNG,Manual,Faridabad,Second,Individual,796.0,FWD,5.0,35.0
Mercedes-Benz,GLA 200 Sport,47275.0,2019,24000,Petrol,Automatic,Delhi,First,Individual,1991.0,FWD,5.0,50.0
Audi,A6 2.0 TDI Premium,22722.5,2012,42000,Diesel,Automatic,Raipur,First,Individual,1968.0,FWD,5.0,65.0
Maruti Suzuki,Alto VXi [2014-2019],4498.75,2015,31000,Petrol,Manual,Patna,First,Individual,998.0,FWD,5.0,35.0
Lexus,ES 300h,59475.0,2017,31059,Petrol,Automatic,Bangalore,First,Individual,2494.0,RWD,5.0,65.0
Honda,City V Diesel,9683.75,2016,72200,Diesel,Manual,Kanpur,First,Individual,1498.0,FWD,5.0,40.0
Maruti Suzuki,S-Cross Alpha 1.6,8997.5,2016,77000,Diesel,Manual,Delhi,First,Individual,1598.0,FWD,5.0,48.0
Honda,City VX,18284.75,2020,26497,Petrol,Manual,Kolkata,Second,Individual,1497.0,FWD,5.0,40.0
Hyundai,i10 Asta 1.2 AT Kappa2 with Sunroof,5795.0,2013,57000,Petrol,Automatic,Kanpur,First,Individual,1197.0,FWD,5.0,35.0
Maruti Suzuki,Alto VXi AMT [2014-2018],5566.25,2015,20100,Petrol,Automatic,Pune,First,Individual,998.0,FWD,5.0,35.0
Audi,A4 1.8 TFSI Multitronic Premium Plus,15250.0,2010,67000,Petrol,Automatic,Dehradun,Second,Individual,1798.0,FWD,5.0,63.0
Kia,Seltos HTK Plus AT 1.5 Diesel [2020-2021],19443.75,2021,30000,Diesel,Automatic,Mohali,First,Individual,1493.0,FWD,5.0,50.0
BMW,5-Series 525d Sedan,19748.75,2011,56000,Diesel,Automatic,Mumbai,First,Individual,1995.0,RWD,5.0,50.0
Hyundai,Creta E Plus 1.6 Petrol,13572.5,2017,49000,Petrol,Manual,Pune,First,Individual,1591.0,FWD,5.0,60.0
BMW,3-Series 320d Sport Line,34693.75,2015,78362,Diesel,Automatic,Bangalore,First,Individual,1995.0,RWD,5.0,60.0
Hyundai,i20 Active 1.4 SX,8235.0,2015,59000,Diesel,Manual,Agra,First,Individual,1396.0,FWD,5.0,45.0
BMW,X1 sDrive20d xLine,47656.25,2018,49000,Diesel,Automatic,Bangalore,First,Individual,1995.0,RWD,5.0,63.0
Mercedes-Benz,M-Class ML 350 CDI,48800.0,2014,60513,Diesel,Automatic,Mumbai,First,Corporate,2997.0,AWD,5.0,70.0
Mercedes-Benz,GLA 200 d Sport,41937.5,2019,56500,Diesel,Automatic,Delhi,First,Individual,2143.0,FWD,5.0,50.0
Hyundai,Verna Fluidic 1.6 CRDi SX,6100.0,2013,71000,Diesel,Manual,Agra,First,Individual,1582.0,FWD,5.0,43.0
Hyundai,Creta 1.4 S,12200.0,2018,68000,Diesel,Manual,Kanpur,First,Individual,1396.0,FWD,5.0,60.0
Maruti Suzuki,Vitara Brezza ZDi,11895.0,2017,94827,Diesel,Manual,Jaipur,First,Individual,1248.0,FWD,5.0,48.0
Maruti Suzuki,Estilo LXi BS-IV,3355.0,2010,62000,Petrol,Manual,Bhopal,First,Individual,998.0,FWD,5.0,35.0
BMW,X1 sDrive20d Expedition,36371.25,2017,22120,Diesel,Automatic,Delhi,First,Individual,1995.0,FWD,5.0,51.0
BMW,X1 sDrive20d xLine,51850.0,2019,11000,Diesel,Automatic,Delhi,First,Individual,1995.0,RWD,5.0,63.0
Audi,A6 35 TFSI Matrix,43462.5,2017,58000,Petrol,Automatic,Delhi,First,Individual,1798.0,FWD,5.0,75.0
Maruti Suzuki,Vitara Brezza ZDi,15097.5,2019,54572,Diesel,Manual,Jaipur,First,Individual,1248.0,FWD,5.0,48.0
